Product Name;Product Category;Product Sub-Category;Product Container;Product Base Margin
Peel & Seel Recycled Catalog Envelopes. Brown;Office Supplies;Envelopes;Small Box;0.35
Surelock Post Binders;Office Supplies;Binders and Binder Accessories;Small Box;0.35
"Wilson Jones Hanging View Binder. White. 1""";Office Supplies;Binders and Binder Accessories;Small Box;0.39
Hewlett-Packard 2600DN Business Color Inkjet Printer;Technology;Office Machines;Jumbo Box;0.39
GBC DocuBind 200 Manual Binding Machine;Office Supplies;Binders and Binder Accessories;Small Box;0.35
Xerox 1993;Office Supplies;Paper;Small Box;0.36
Dixon Ticonderoga Core-Lock Colored Pencils. 48-Color Set;Office Supplies;Pens & Art Supplies;Wrap Bag;0.41
Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms;Furniture;Chairs & Chairmats;Jumbo Drum;0.69
Xerox 1937;Office Supplies;Paper;Small Box;0.37
Bretford CR8500 Series Meeting Room Furniture;Furniture;Tables;Jumbo Box;0.71
Eldon Regeneration Recycled Desk Accessories. Smoke;Furniture;Office Furnishings;Small Pack;0.53
Bush Westfield Collection Bookcases. Fully Assembled;Furniture;Bookcases;Jumbo Box;0.62
GBC Wire Binding Strips;Office Supplies;Binders and Binder Accessories;Small Box;0.37
Snap-A-Way Black Print Carbonless Ruled Speed Letter. Triplicate;Office Supplies;Paper;Wrap Bag;0.38
Xerox 1977;Office Supplies;Paper;Small Box;0.37
Xerox 188;Office Supplies;Paper;Small Box;0.36
5180;Technology;Telephones and Communication;Small Box;0.56
Avery Printable Repositionable Plastic Tabs;Office Supplies;Binders and Binder Accessories;Small Box;0.38
Staples Brown Kraft Recycled Clasp Envelopes;Office Supplies;Envelopes;Small Box;0.35
Array Parchment Paper. Assorted Colors;Office Supplies;Paper;Small Box;0.37
Fellowes Staxonsteel Drawer Files;Office Supplies;Storage & Organization;Small Box;0.71
Nu-Dell Executive Frame;Furniture;Office Furnishings;Small Pack;0.48
"""While you Were Out"" Message Book. One Form per Page";Office Supplies;Paper;Wrap Bag;0.35
"Imation 3.5"" DS/HD IBM Formatted Diskettes. 50/Pack";Technology;Computer Peripherals;Small Pack;0.64
Xerox 1881;Office Supplies;Paper;Small Box;0.38
Xerox 19;Office Supplies;Paper;Small Box;0.4
636;Technology;Telephones and Communication;Small Box;0.57
Hewlett-Packard Deskjet 5550 Color Inkjet Printer;Technology;Office Machines;Jumbo Drum;0.4
Balt Solid Wood Rectangular Table;Furniture;Tables;Jumbo Box;0.75
Bush Westfield Collection Bookcases. Dark Cherry Finish. Fully Assembled;Furniture;Bookcases;Jumbo Box;0.78
Xerox 1923;Office Supplies;Paper;Small Box;0.37
Eldon Executive Woodline II Cherry Finish Desk Accessories;Furniture;Office Furnishings;Small Box;0.57
GBC White Gloss Covers. Plain Front;Office Supplies;Binders and Binder Accessories;Small Box;0.38
Accessory31;Technology;Telephones and Communication;Small Pack;0.35
Riverside Palais Royal Lawyers Bookcase. Royale Cherry Finish;Furniture;Bookcases;Jumbo Box;0.62
Advantus Panel Wall Acrylic Frame;Furniture;Office Furnishings;Small Pack;0.42
Xerox 1984;Office Supplies;Paper;Small Box;0.36
Wilson Jones Custom Binder Spines & Labels;Office Supplies;Binders and Binder Accessories;Small Box;0.36
Sharp 1540cs Digital Laser Copier;Technology;Copiers and Fax;Jumbo Drum;0.35
Boston 16801 Nautilus Battery Pencil Sharpener;Office Supplies;Pens & Art Supplies;Small Pack;0.59
Multi-Use Personal File Cart and Caster Set. Three Stacking Bins;Office Supplies;Storage & Organization;Small Box;0.57
"Acco PRESSTEX Data Binder with Storage Hooks. Dark Blue. 14 7/8"" X 11""";Office Supplies;Binders and Binder Accessories;Small Box;0.36
"1/4 Fold Party Design Invitations & White Envelopes. 24 8-1/2"" X 11"" Cards. 25 Env./Pack";Office Supplies;Paper;Small Box;0.38
Park Ridge Embossed Executive Business Envelopes;Office Supplies;Envelopes;Small Box;0.38
Iris 3-Drawer Stacking Bin. Black;Office Supplies;Storage & Organization;Small Box;0.83
Avery Flip-Chart Easel Binder. Black;Office Supplies;Binders and Binder Accessories;Small Box;0.38
Logitech Cordless Access Keyboard;Technology;Computer Peripherals;Small Box;0.51
Hewlett-Packard 4.7GB DVD+R Discs;Technology;Computer Peripherals;Small Pack;0.49
T39m;Technology;Telephones and Communication;Small Box;0.55
"Executive Impressions 13"" Chairman Wall Clock";Furniture;Office Furnishings;Small Pack;0.5
Boston 1730 StandUp Electric Pencil Sharpener;Office Supplies;Pens & Art Supplies;Small Pack;0.59
Eldon 400 Class Desk Accessories. Black Carbon;Furniture;Office Furnishings;Small Pack;0.43
Letter Slitter;Office Supplies;Scissors. Rulers and Trimmers;Wrap Bag;0.82
Deflect-O Glasstique Clear Desk Accessories;Furniture;Office Furnishings;Wrap Bag;0.52
StarTAC 6500;Technology;Telephones and Communication;Small Box;0.59
Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders;Office Supplies;Binders and Binder Accessories;Small Box;0.38
Bush Heritage Pine Collection 5-Shelf Bookcase. Albany Pine Finish. *Special Order;Furniture;Bookcases;Jumbo Box;0.65
i470;Technology;Telephones and Communication;Small Box;0.56
Global Adaptabilities Conference Tables;Furniture;Tables;Jumbo Box;0.66
Bush Cubix Conference Tables. Fully Assembled;Furniture;Tables;Jumbo Box;0.6
Avery Legal 4-Ring Binder;Office Supplies;Binders and Binder Accessories;Small Box;0.35
Eldon Regeneration Recycled Desk Accessories. Smoke;Furniture;Office Furnishings;Small Pack;0.53
Avery 474;Office Supplies;Labels;Small Box;0.36
Okidata ML390 Turbo Dot Matrix Printers;Technology;Office Machines;Jumbo Drum;0.56
Imation Neon Mac Format Diskettes. 10/Pack;Technology;Computer Peripherals;Small Pack;0.77
Global Leather Executive Chair;Furniture;Chairs & Chairmats;Jumbo Drum;0.55
"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes";Office Supplies;Envelopes;Small Box;0.38
Brites Rubber Bands. 1 1/2 oz. Box;Office Supplies;Rubber Bands;Wrap Bag;0.83
Adesso Programmable 142-Key Keyboard;Technology;Computer Peripherals;Small Box;0.79
PC Concepts 116 Key Quantum 3000 Keyboard;Technology;Computer Peripherals;Small Box;0.75
Acme Preferred Stainless Steel Scissors;Office Supplies;Scissors. Rulers and Trimmers;Small Pack;0.56
DMI Eclipse Executive Suite Bookcases;Furniture;Bookcases;Jumbo Box;0.66
Xerox 1936;Office Supplies;Paper;Small Box;0.38
Acme Preferred Stainless Steel Scissors;Office Supplies;Scissors. Rulers and Trimmers;Small Pack;0.56
3285;Technology;Telephones and Communication;Small Box;0.59
Microsoft Natural Keyboard Elite;Technology;Computer Peripherals;Small Box;0.7
IBM Numeric Access II Keypad. 17-Key. Black;Technology;Computer Peripherals;Small Box;0.75
"Avery Durable Plastic 1"" Binders";Office Supplies;Binders and Binder Accessories;Small Box;0.36
Imation IBM Formatted Diskettes. 100/Pack;Technology;Computer Peripherals;Small Pack;0.7
Atlantic Metals Mobile 2-Shelf Bookcases. Custom Colors;Furniture;Bookcases;Jumbo Box;0.56
Xerox 1993;Office Supplies;Paper;Small Box;0.36
Ibico Presentation Index for Binding Systems;Office Supplies;Binders and Binder Accessories;Small Box;0.38
Multimedia Mailers;Office Supplies;Envelopes;Small Box;0.39
Binney & Smith inkTank Erasable Desk Highlighter. Chisel Tip. Yellow. 12/Box;Office Supplies;Pens & Art Supplies;Wrap Bag;0.44
Advantus Push Pins;Office Supplies;Rubber Bands;Wrap Bag;0.44
Belkin 6 Outlet Metallic Surge Strip;Office Supplies;Appliances;Small Box;0.59
Wirebound Voice Message Log Book;Office Supplies;Paper;Wrap Bag;0.39
Xerox 1939;Office Supplies;Paper;Small Box;0.37
AT&T Black Trimline Phone. Model 210;Technology;Office Machines;Small Box;0.49
Logitech Cordless Keyboard;Technology;Computer Peripherals;Small Box;0.49
GBC White Gloss Covers. Plain Front;Office Supplies;Binders and Binder Accessories;Small Box;0.38
Luxo Professional Combination Clamp-On Lamps;Furniture;Office Furnishings;Large Box;0.59
Holmes Odor Grabber;Office Supplies;Appliances;Medium Box;0.52
Xerox 1959;Office Supplies;Paper;Small Box;0.37
"Black Print Carbonless Snap-Off Rapid Letter. 8 1/2"" x 7""";Office Supplies;Paper;Wrap Bag;0.4
LX 788;Technology;Telephones and Communication;Small Box;0.58
Accessory35;Technology;Telephones and Communication;Small Box;0.55
Master Caster Door Stop. Gray;Furniture;Office Furnishings;Wrap Bag;0.51
Accessory27;Technology;Telephones and Communication;Small Box;0.85
"Acco Pressboard Covers with Storage Hooks. 14 7/8"" x 11"". Light Blue";Office Supplies;Binders and Binder Accessories;Small Box;0.36
Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders;Office Supplies;Binders and Binder Accessories;Small Box;0.38
Accessory6;Technology;Telephones and Communication;Small Pack;0.8
Lifetime Advantage Folding Chairs. 4/Carton;Furniture;Chairs & Chairmats;Large Box;0.57
"Imation 3.5"". DISKETTE 44766 HGHLD3.52HD/FM. 10/Pack";Technology;Computer Peripherals;Small Pack;0.64
Phone 918;Technology;Telephones and Communication;Small Box;0.59
Eldon Cleatmat Chair Mats for Medium Pile Carpets;Furniture;Office Furnishings;Medium Box;0.72
Hon Rectangular Conference Tables;Furniture;Tables;Jumbo Box;0.68
Fellowes Officeware Wire Shelving;Office Supplies;Storage & Organization;Large Box;0.83
Computer Printout Paper with Letter-Trim Perforations;Office Supplies;Paper;Small Box;0.37
US Robotics 56K V.92 Internal PCI Faxmodem;Technology;Computer Peripherals;Small Box;0.45
Accessory39;Technology;Telephones and Communication;Small Pack;0.81
Keytronic French Keyboard;Technology;Computer Peripherals;Small Box;0.65
Carina Double Wide Media Storage Towers in Natural & Black;Office Supplies;Storage & Organization;Large Box;0.81
Tennsco Snap-Together Open Shelving Units. Starter Sets and Add-On Units;Office Supplies;Storage & Organization;Large Box;0.8
Talkabout T8367;Technology;Telephones and Communication;Small Box;0.56
Memorex 4.7GB DVD+RW. 3/Pack;Technology;Computer Peripherals;Small Pack;0.4
Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center;Office Supplies;Appliances;Small Box;0.56
Belkin 107-key enhanced keyboard. USB/PS/2 interface;Technology;Computer Peripherals;Small Box;0.79
Xerox 1905;Office Supplies;Paper;Small Box;0.37
T60;Technology;Telephones and Communication;Small Box;0.56
Nu-Dell Leatherette Frames;Furniture;Office Furnishings;Small Pack;0.49
OIC Thumb-Tacks;Office Supplies;Rubber Bands;Wrap Bag;0.38
GBC DocuBind P100 Manual Binding Machine;Office Supplies;Binders and Binder Accessories;Small Box;0.4
Sanford Pocket Accent Highlighters;Office Supplies;Pens & Art Supplies;Wrap Bag;0.42
GBC Standard Plastic Binding Systems Combs;Office Supplies;Binders and Binder Accessories;Small Box;0.36
Tennsco Snap-Together Open Shelving Units. Starter Sets and Add-On Units;Office Supplies;Storage & Organization;Large Box;0.8
Accessory6;Technology;Telephones and Communication;Small Pack;0.8
Lexmark 4227 Plus Dot Matrix Printer;Technology;Office Machines;Jumbo Drum;0.55
Staples Colored Interoffice Envelopes;Office Supplies;Envelopes;Small Box;0.36
Okidata Pacemark 4410N Wide Format Dot Matrix Printer;Technology;Office Machines;Jumbo Box;0.57
Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop;Office Supplies;Pens & Art Supplies;Small Pack;0.56
Portable Personal File Box;Office Supplies;Storage & Organization;Small Box;0.58
Xerox 1928;Office Supplies;Paper;Small Box;0.4
Advantus 10-Drawer Portable Organizer. Chrome Metal Frame. Smoke Drawers;Office Supplies;Storage & Organization;Small Box;0.57
Fiskars Softgrip Scissors;Office Supplies;Scissors. Rulers and Trimmers;Small Pack;0.57
Binder Clips by OIC;Office Supplies;Rubber Bands;Wrap Bag;0.37
Xerox 210;Office Supplies;Paper;Small Box;0.37
SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair;Furniture;Chairs & Chairmats;Medium Box;
Xerox 1896;Office Supplies;Paper;Small Box;0.4
Acco Clips to Go Binder Clips. 24 Clips in Two Sizes;Office Supplies;Rubber Bands;Wrap Bag;0.38
Fellowes Smart Surge Ten-Outlet Protector. Platinum;Office Supplies;Appliances;Small Box;0.57
Avery White Multi-Purpose Labels;Office Supplies;Labels;Small Box;0.39
"Carina 42""Hx23 3/4""W Media Storage Unit";Office Supplies;Storage & Organization;Large Box;0.83
StarTAC 7797;Technology;Telephones and Communication;Small Box;0.55
Targus USB Numeric Keypad;Technology;Computer Peripherals;Small Box;0.74
Xerox 21;Office Supplies;Paper;Small Box;0.37
Accessory31;Technology;Telephones and Communication;Small Pack;0.35
Electrix Halogen Magnifier Lamp;Furniture;Office Furnishings;Large Box;0.59
Holmes 99% HEPA Air Purifier;Office Supplies;Appliances;Medium Box;0.52
Advantus Push Pins. Aluminum Head;Office Supplies;Rubber Bands;Wrap Bag;0.54
Self-Adhesive Ring Binder Labels;Office Supplies;Binders and Binder Accessories;Small Box;0.38
Fellowes Twister Kit. Gray/Clear. 3/pkg;Office Supplies;Binders and Binder Accessories;Small Box;0.4
White Business Envelopes with Contemporary Seam. Recycled White Business Envelopes;Office Supplies;Envelopes;Small Box;0.35
Hewlett Packard LaserJet 3310 Copier;Technology;Copiers and Fax;Large Box;0.37
Dana Halogen Swing-Arm Architect Lamp;Furniture;Office Furnishings;Large Box;0.57
Xerox 2;Office Supplies;Paper;Small Box;0.37
Flexible Leather- Look Classic Collection Ring Binder;Office Supplies;Binders and Binder Accessories;Small Box;0.35
Premium Writing Pencils. Soft. #2 by Central Association for the Blind;Office Supplies;Pens & Art Supplies;Wrap Bag;0.57
SAFCO PlanMaster Heigh-Adjustable Drafting Table Base. 43w x 30d x 30-37h. Black;Furniture;Tables;Jumbo Drum;
Fellowes Premier Superior Surge Suppressor. 10-Outlet. With Phone and Remote;Office Supplies;Appliances;Small Box;0.59
Eldon Expressions Wood Desk Accessories. Oak;Furniture;Office Furnishings;Small Box;0.56
V66;Technology;Telephones and Communication;Small Box;0.59
Multi-Use Personal File Cart and Caster Set. Three Stacking Bins;Office Supplies;Storage & Organization;Small Box;0.57
Accessory39;Technology;Telephones and Communication;Small Pack;0.81
Avery Reinforcements for Hole-Punch Pages;Office Supplies;Binders and Binder Accessories;Small Box;0.4
3390;Technology;Telephones and Communication;Small Box;0.57
Xerox Blank Computer Paper;Office Supplies;Paper;Small Box;0.38
"Bevis Round Bullnose 29"" High Table Top";Furniture;Tables;Jumbo Box;0.61
Accessory34;Technology;Telephones and Communication;Wrap Bag;0.55
Newell 309;Office Supplies;Pens & Art Supplies;Wrap Bag;0.55
Xerox 1949;Office Supplies;Paper;Small Box;0.36
Wirebound Message Forms. Four 2 3/4 x 5 Forms per Page. Pink Paper;Office Supplies;Paper;Wrap Bag;0.38
Cardinal Slant-D Ring Binder. Heavy Gauge Vinyl;Office Supplies;Binders and Binder Accessories;Small Box;0.39
SANFORD Major Accent Highlighters;Office Supplies;Pens & Art Supplies;Wrap Bag;0.47
Logitech Access Keyboard;Technology;Computer Peripherals;Small Box;0.37
Acme Box Cutter Scissors;Office Supplies;Scissors. Rulers and Trimmers;Small Pack;0.59
"Executive Impressions 12"" Wall Clock";Furniture;Office Furnishings;Small Pack;0.47
SAFCO Arco Folding Chair;Furniture;Chairs & Chairmats;Large Box;
Imation Neon Mac Format Diskettes. 10/Pack;Technology;Computer Peripherals;Small Pack;0.77
Xerox 1950;Office Supplies;Paper;Small Box;0.36
Storex Dura Pro Binders;Office Supplies;Binders and Binder Accessories;Small Box;0.38
270c;Technology;Telephones and Communication;Small Box;0.59
"Imation 3.5"". RTS 247544 3M 3.5 DSDD. 10/Pack";Technology;Computer Peripherals;Small Pack;0.61
Sony IBM Color Diskettes. 25/Pack;Technology;Computer Peripherals;Small Pack;0.61
"Imation Primaris 3.5"" 2HD Unformatted Diskettes. 10/Pack";Technology;Computer Peripherals;Small Pack;0.72
Newell 327;Office Supplies;Pens & Art Supplies;Wrap Bag;0.58
"Eureka Recycled Copy Paper 8 1/2"" x 11"". Ream";Office Supplies;Paper;Small Box;0.37
"Acco Pressboard Covers with Storage Hooks. 14 7/8"" x 11"". Light Blue";Office Supplies;Binders and Binder Accessories;Small Box;0.36
Sharp AL-1530CS Digital Copier;Technology;Copiers and Fax;Large Box;0.36
Plymouth Boxed Rubber Bands by Plymouth;Office Supplies;Rubber Bands;Wrap Bag;0.8
Avery 498;Office Supplies;Labels;Small Box;0.38
Accessory6;Technology;Telephones and Communication;Small Pack;0.8
3M Polarizing Light Filter Sleeves;Furniture;Office Furnishings;Small Pack;0.39
Avery Durable Binders;Office Supplies;Binders and Binder Accessories;Small Box;0.36
Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center;Office Supplies;Appliances;Small Box;0.55
Xerox 213;Office Supplies;Paper;Small Box;0.37
Kensington 4 Outlet MasterPiece Compact Power Control Center;Office Supplies;Appliances;Small Box;0.57
"""While you Were Out"" Message Book. One Form per Page";Office Supplies;Paper;Wrap Bag;0.35
"Eureka Recycled Copy Paper 8 1/2"" x 11"". Ream";Office Supplies;Paper;Small Box;0.37
Computer Printout Paper with Letter-Trim Perforations;Office Supplies;Paper;Small Box;0.37
Fellowes Bankers Box Stor/Drawer Steel Plus;Office Supplies;Storage & Organization;Small Box;0.75
TOPS Money Receipt Book. Consecutively Numbered in Red.;Office Supplies;Paper;Wrap Bag;0.4
Okidata ML184 Turbo Dot Matrix Printers;Technology;Office Machines;Jumbo Drum;0.56
O'Sullivan 2-Shelf Heavy-Duty Bookcases;Furniture;Bookcases;Jumbo Box;0.69
80 Minute CD-R Spindle. 100/Pack - Staples;Technology;Computer Peripherals;Small Pack;0.54
Plymouth Boxed Rubber Bands by Plymouth;Office Supplies;Rubber Bands;Wrap Bag;0.8
Bevis Steel Folding Chairs;Furniture;Chairs & Chairmats;Jumbo Drum;0.57
Newell 315;Office Supplies;Pens & Art Supplies;Wrap Bag;0.6
Microsoft Natural Keyboard Elite;Technology;Computer Peripherals;Small Box;0.7
GBC DocuBind 200 Manual Binding Machine;Office Supplies;Binders and Binder Accessories;Small Box;0.35
"Pressboard Data Binder. Crimson. 12"" X 8 1/2""";Office Supplies;Binders and Binder Accessories;Small Box;0.39
Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms;Furniture;Chairs & Chairmats;Jumbo Drum;0.62
2190;Technology;Telephones and Communication;Small Box;0.56
StarTAC 7760;Technology;Telephones and Communication;Small Box;0.59
Holmes Replacement Filter for HEPA Air Cleaner. Medium Room;Office Supplies;Appliances;Medium Box;0.42
